urlkey,dayrow,timestamp,date,month,original,mimetype,statuscode,digest,length,key,fulllink,linkfull,Response,VariableCount,TheColumns
"info,worldometers)/coronavirus",1,2.02E+13,20200315,202003,https://www.worldometers.info/coronavirus/,text/html,200,BEHRR5XOFAQMJ675YCL46UN3UIXQ5DP4,125733,2.02E+13,https://web.archive.org/web/20200315000022/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200315000022/https://www.worldometers.info/coronavirus/,200,9,"['Country,Other', 'TotalCases', 'NewCases', 'TotalDeaths', 'NewDeaths', 'TotalRecovered', 'ActiveCases', 'Serious,Critical', 'Tot\xa0Cases/1M pop']"
"info,worldometers)/coronavirus",1,2.02E+13,20200316,202003,https://www.worldometers.info/coronavirus/,text/html,200,ETYF64ZJVIBZDPTNSD6KWBQ4RZPXOYOG,101318,2.02E+13,https://web.archive.org/web/20200316000221/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200316000221/https://www.worldometers.info/coronavirus/,200,9,"['Country,Other', 'TotalCases', 'NewCases', 'TotalDeaths', 'NewDeaths', 'TotalRecovered', 'ActiveCases', 'Serious,Critical', 'Tot\xa0Cases/1M pop']"
"info,worldometers)/coronavirus",1,2.02E+13,20200317,202003,https://www.worldometers.info/coronavirus/,text/html,200,SQUM6NN4YS7RE4ESTGOTETBIU2LGAHUR,86606,2.02E+13,https://web.archive.org/web/20200317001722/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200317001722/https://www.worldometers.info/coronavirus/,200,9,"['Country,Other', 'TotalCases', 'NewCases', 'TotalDeaths', 'NewDeaths', 'TotalRecovered', 'ActiveCases', 'Serious,Critical', 'Tot\xa0Cases/1M pop']"
"info,worldometers)/coronavirus",1,2.02E+13,20200318,202003,https://www.worldometers.info/coronavirus/,text/html,200,JQAWGEQWUXXWJANCTUU7AGCIBYFFENKH,98700,2.02E+13,https://web.archive.org/web/20200318000111/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200318000111/https://www.worldometers.info/coronavirus/,200,9,"['Country,Other', 'TotalCases', 'NewCases', 'TotalDeaths', 'NewDeaths', 'TotalRecovered', 'ActiveCases', 'Serious,Critical', 'Tot\xa0Cases/1M pop']"
"info,worldometers)/coronavirus",1,2.02E+13,20200319,202003,https://www.worldometers.info/coronavirus/,text/html,200,7AG6LNV7RPY2XL6OVK4PQ3LXY4QO7SEO,114287,2.02E+13,https://web.archive.org/web/20200319000308/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200319000308/https://www.worldometers.info/coronavirus/,200,9,"['Country,Other', 'TotalCases', 'NewCases', 'TotalDeaths', 'NewDeaths', 'TotalRecovered', 'ActiveCases', 'Serious,Critical', 'Tot\xa0Cases/1M pop']"
"info,worldometers)/coronavirus",1,2.02E+13,20200320,202003,https://www.worldometers.info/coronavirus/,text/html,200,25EAVYWEYGLN5HOK2QKIB557XXL2CT4T,120333,2.02E+13,https://web.archive.org/web/20200320000033/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200320000033/https://www.worldometers.info/coronavirus/,200,9,"['Country,Other', 'TotalCases', 'NewCases', 'TotalDeaths', 'NewDeaths', 'TotalRecovered', 'ActiveCases', 'Serious,Critical', 'Tot\xa0Cases/1M pop']"
"info,worldometers)/coronavirus",1,2.02E+13,20200321,202003,https://www.worldometers.info/coronavirus/,text/html,200,N3PMLAHC2JPUEICDNWWXJWU2UJQYE536,38045,2.02E+13,https://web.archive.org/web/20200321000006/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200321000006/https://www.worldometers.info/coronavirus/,200,9,"['Country,Other', 'TotalCases', 'NewCases', 'TotalDeaths', 'NewDeaths', 'TotalRecovered', 'ActiveCases', 'Serious,Critical', 'Tot\xa0Cases/1M pop']"
"info,worldometers)/coronavirus",1,2.02E+13,20200322,202003,https://www.worldometers.info/coronavirus/,text/html,200,DEXWPDB2AVHFCCEJ4O5E3T6V2MOHUPTH,128244,2.02E+13,https://web.archive.org/web/20200322000024/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200322000024/https://www.worldometers.info/coronavirus/,200,9,"['Country,Other', 'TotalCases', 'NewCases', 'TotalDeaths', 'NewDeaths', 'TotalRecovered', 'ActiveCases', 'Serious,Critical', 'Tot\xa0Cases/1M pop']"
"info,worldometers)/coronavirus",1,2.02E+13,20200323,202003,https://www.worldometers.info/coronavirus/,text/html,200,VBIABCMCWMHUFUWBAAMCYLABVHXGY63A,126269,2.02E+13,https://web.archive.org/web/20200323000005/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200323000005/https://www.worldometers.info/coronavirus/,200,9,"['Country,Other', 'TotalCases', 'NewCases', 'TotalDeaths', 'NewDeaths', 'TotalRecovered', 'ActiveCases', 'Serious,Critical', 'Tot\xa0Cases/1M pop']"
"info,worldometers)/coronavirus",1,2.02E+13,20200324,202003,https://www.worldometers.info/coronavirus/,text/html,200,LVUXYMXAWH4ONQQQRZSVCLHPS3TOENNS,128291,2.02E+13,https://web.archive.org/web/20200324000043/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200324000043/https://www.worldometers.info/coronavirus/,200,9,"['Country,Other', 'TotalCases', 'NewCases', 'TotalDeaths', 'NewDeaths', 'TotalRecovered', 'ActiveCases', 'Serious,Critical', 'Tot\xa0Cases/1M pop']"
