urlkey,dayrow,timestamp,date,month,original,mimetype,statuscode,digest,length,key,fulllink,linkfull,Response,VariableCount,TheColumns
"info,worldometers)/coronavirus",1.0,20200129195657,20200129,202001,https://www.worldometers.info/coronavirus/,text/html,200,Q5BWY22PJVEXN52K6ZW6OA6JI7L25BSB,10658,20200129195657,https://web.archive.org/web/20200129195657/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200129195657/https://www.worldometers.info/coronavirus/,200,4,"['Country', 'Cases', 'Deaths', 'Region']"
"info,worldometers)/coronavirus",1.0,20200130093554,20200130,202001,https://www.worldometers.info/coronavirus/,text/html,200,JB5C5AIU4G22C27T543EKF3BZWYYQC7F,10247,20200130093554,https://web.archive.org/web/20200130093554/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200130093554/https://www.worldometers.info/coronavirus/,200,4,"['Country', 'Cases', 'Deaths', 'Region']"
"info,worldometers)/coronavirus",1.0,20200131025422,20200131,202001,https://www.worldometers.info/coronavirus/,text/html,200,2UQARJLUVQZU4ZXDIGKURPDPZVHZWSRH,10922,20200131025422,https://web.archive.org/web/20200131025422/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200131025422/https://www.worldometers.info/coronavirus/,200,4,"['Country', 'Cases', 'Deaths', 'Region']"
"info,worldometers)/coronavirus",1.0,20200201003730,20200201,202002,https://www.worldometers.info/coronavirus/,text/html,200,647LHZCUMPR7J3GZJJMHWPS3Y5SBDXJB,13509,20200201003730,https://web.archive.org/web/20200201003730/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200201003730/https://www.worldometers.info/coronavirus/,200,4,"['Country', 'Cases', 'Deaths', 'Region']"
"info,worldometers)/coronavirus",1.0,20200202162745,20200202,202002,https://www.worldometers.info/coronavirus/,text/html,200,Y7SXGKXBIP7OMT7NUOSY7SKUVT6CVBIJ,14941,20200202162745,https://web.archive.org/web/20200202162745/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200202162745/https://www.worldometers.info/coronavirus/,200,6,"['Country', 'Total Cases', 'Today', 'Total Deaths', 'Today', 'Region']"
"info,worldometers)/coronavirus",1.0,20200203070853,20200203,202002,https://www.worldometers.info/coronavirus/,text/html,200,4PUXITZ5TF5MCU2CDWDQUPK5C2JCWDMR,15529,20200203070853,https://web.archive.org/web/20200203070853/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200203070853/https://www.worldometers.info/coronavirus/,200,8,"['Country', 'Total Cases', 'New Today', 'Total Deaths', ""Today's Deaths"", 'Total Cured', 'Total Critical', 'Region']"
"info,worldometers)/coronavirus",1.0,20200204051706,20200204,202002,https://www.worldometers.info/coronavirus/,text/html,200,JAGKYH2LUIRY6IOW5Y22CYDOR6KCZKVM,14269,20200204051706,https://web.archive.org/web/20200204051706/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200204051706/https://www.worldometers.info/coronavirus/,200,8,"['Country', 'Total Cases', 'Feb 4  Cases', 'Total Deaths', 'Feb 4  Deaths', 'Total Recovered', 'Total Critical', 'Region']"
"info,worldometers)/coronavirus",1.0,20200205005731,20200205,202002,https://www.worldometers.info/coronavirus/,text/html,200,PFWWLNQDET7UF4ENHW4DELV4GOF3K35T,15463,20200205005731,https://web.archive.org/web/20200205005731/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200205005731/https://www.worldometers.info/coronavirus/,200,8,"['Country', 'Total Cases', 'Feb 4  Cases', 'Total Deaths', 'Feb 4  Deaths', 'Total Recovered', 'Total Critical', 'Region']"
"info,worldometers)/coronavirus",1.0,20200206230252,20200206,202002,https://www.worldometers.info/coronavirus/,text/html,200,5VMYYLS347LO3CYDKLHJTRUJZDHOWZKR,19076,20200206230252,https://web.archive.org/web/20200206230252/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200206230252/https://www.worldometers.info/coronavirus/,200,8,"['Country, Territory', 'Total Cases', 'Feb 6  Cases', 'Total Deaths', 'Feb 6  Deaths', 'Total Recovered', 'Total Critical', 'Region']"
"info,worldometers)/coronavirus",1.0,20200207101450,20200207,202002,https://www.worldometers.info/coronavirus/,text/html,200,IWH7L32M3ICUYOQF6N7TKRMPTB7UDUA2,16824,20200207101450,https://web.archive.org/web/20200207101450/https://www.worldometers.info/coronavirus/,https://web.archive.org/web/20200207101450/https://www.worldometers.info/coronavirus/,200,8,"['Country, Territory', 'Total Cases', 'Feb 6 Feb 7  Cases', 'Total Deaths', 'Feb 6 Feb 7  Deaths', 'Total Recovered', 'Total Critical', 'Region']"
